Workflow runner started. Python executable: C:\Users\prith\.pyenv\pyenv-win\versions\3.12.10\python.exe
Working directory: D:\.comfyui\gen.image
Generating scene: scene_1.4 with characters: male_detective_holmes
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_detective_holmes image: 228.4KB → 16.0KB (93.0% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{A British Victorian Living Room, situated at 221B Baker Street, exudes a sense of lived history and intellectual intensity. The room is comfortably cluttered with objects that speak to years of investigation, thought, and study. Pale shafts of morning sunlight pierce through the heavy, thick curtains of the large window, casting soft, diffused light across the floor where a large Persian rug lies in deep, rich hues—its edges slightly worn from years of use, and its fibers dulled with age yet still retaining the elegance of its design. The wooden floor beneath it is dark and polished, showing faint scratches and marks that hint at long hours spent pacing or examining clues. Near the center of the room, a heavy, deep-set sofa with well-worn arms faces the fire, where the warmth from the coal grate radiates into the air. This large iron grate, blackened from years of use, glows faintly in the morning light, its frame etched with the marks of frequent attention and care. To one side, a tall bookcase dominates the far wall, its dark wood gleaming slightly under the indirect light, filled with volumes on chemistry, law, and arcane monographs, their spines cracked and faded from years of being consulted and studied. A side table stands nearby, bearing Holmes’s violin and a stack of case notes carefully tied together with string, resting beside a small, worn wooden stand supporting a faintly bubbling chemical apparatus that emits subtle odors of experiment into the air. On a small nearby table, the morning newspaper lies folded and creased, its pages slightly yellowed from use. A mantelpiece runs along one wall, holding various objects—some practical, others curiosities—each adding to the room’s sense of character and intellect. The atmosphere is thick with the lingering scent of strong black tea and the acrid smoke of Holmes's pipe, which drifts lazily through the air in wisps, mingling with the quiet hum of the London fog outside that still clings to the windowpanes.}}, {Sunny Winter Morning};Place ((male_detective_holmes)), the Character in Image 1, {Thoughtful}, {Leaning on window frame}, {Gesturing with pipe};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_detective_holmes)) who looks like {Angular head shape, sharp jawline, high cheekbones, piercing gray eyes, thin nose, thin lips, slicked-back dark hair with a slight wave, neatly trimmed mustache and goatee, pale complexion with faint freckles, long coat in navy wool with brass buttons, crisp white collared shirt, black waistcoat with red trim, tailored trousers in charcoal fabric, polished brown leather boots.}.
got prompt
Waiting for completion (prompt_id: f55402e3-8fab-4329-8a6b-3c9d065fadee)...
Requested to load FluxClipModel_
loaded completely 9458.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 183.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8085.554965667725 8085.330078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.20s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.17s/it] 38%|███▊      | 3/8 [00:18<00:30,  6.16s/it] 50%|█████     | 4/8 [00:24<00:24,  6.16s/it] 62%|██████▎   | 5/8 [00:30<00:18,  6.16s/it] 75%|███████▌  | 6/8 [00:36<00:12,  6.16s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.18s/it]100%|██████████| 8/8 [00:49<00:00,  6.18s/it]100%|██████████| 8/8 [00:49<00:00,  6.17s/it]
Requested to load AutoencodingEngine
loaded completely 221.41796875 159.87335777282715 True
Prompt executed in 60.41 seconds
Saved: ../output/scene\scene_1.4.png
[OK] Generated: scene_1.4

[5/100] Processing scene_1.5...
Generating scene: scene_1.5 with characters: male_doctor_watson
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_doctor_watson image: 221.6KB → 15.7KB (92.9% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{A British Victorian Living Room, situated at 221B Baker Street, exudes a sense of lived history and intellectual intensity. The room is comfortably cluttered with objects that speak to years of investigation, thought, and study. Pale shafts of morning sunlight pierce through the heavy, thick curtains of the large window, casting soft, diffused light across the floor where a large Persian rug lies in deep, rich hues—its edges slightly worn from years of use, and its fibers dulled with age yet still retaining the elegance of its design. The wooden floor beneath it is dark and polished, showing faint scratches and marks that hint at long hours spent pacing or examining clues. Near the center of the room, a heavy, deep-set sofa with well-worn arms faces the fire, where the warmth from the coal grate radiates into the air. This large iron grate, blackened from years of use, glows faintly in the morning light, its frame etched with the marks of frequent attention and care. To one side, a tall bookcase dominates the far wall, its dark wood gleaming slightly under the indirect light, filled with volumes on chemistry, law, and arcane monographs, their spines cracked and faded from years of being consulted and studied. A side table stands nearby, bearing Holmes’s violin and a stack of case notes carefully tied together with string, resting beside a small, worn wooden stand supporting a faintly bubbling chemical apparatus that emits subtle odors of experiment into the air. On a small nearby table, the morning newspaper lies folded and creased, its pages slightly yellowed from use. A mantelpiece runs along one wall, holding various objects—some practical, others curiosities—each adding to the room’s sense of character and intellect. The atmosphere is thick with the lingering scent of strong black tea and the acrid smoke of Holmes's pipe, which drifts lazily through the air in wisps, mingling with the quiet hum of the London fog outside that still clings to the windowpanes.}}, {Sunny Winter Morning};Place ((male_doctor_watson)), the Character in Image 1, {Curious}, {Leaning forward on sofa}, {Resting newspaper on knee};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_doctor_watson)) who looks like {Head: round, with a slightly angular jawline; Face: sharp cheekbones, narrow nose, full lips, dark brown eyes, thin mustache; Hair: short, dark brown, neatly combed; Skin tone: fair, smooth; Clothing: long coat in navy blue wool, crisp white shirt, dark trousers, leather medical satchel, deerstalker hat, red scarf.}.
got prompt
Waiting for completion (prompt_id: a9bd1212-c53d-4a30-9927-36634e84f9f3)...
Requested to load FluxClipModel_
loaded completely 9458.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 183.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8085.554965667725 8085.330078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.24s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.21s/it] 38%|███▊      | 3/8 [00:18<00:30,  6.19s/it] 50%|█████     | 4/8 [00:24<00:24,  6.19s/it] 62%|██████▎   | 5/8 [00:30<00:18,  6.19s/it] 75%|███████▌  | 6/8 [00:37<00:12,  6.19s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.18s/it]100%|██████████| 8/8 [00:49<00:00,  6.17s/it]100%|██████████| 8/8 [00:49<00:00,  6.19s/it]
Requested to load AutoencodingEngine
loaded completely 221.41796875 159.87335777282715 True
Prompt executed in 60.36 seconds
Saved: ../output/scene\scene_1.5.png
[OK] Generated: scene_1.5

[6/100] Processing scene_1.6...
Generating scene: scene_1.6 with characters: male_detective_holmes
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_detective_holmes image: 228.4KB → 16.0KB (93.0% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{A British Victorian Living Room, situated at 221B Baker Street, exudes a sense of lived history and intellectual intensity. The room is comfortably cluttered with objects that speak to years of investigation, thought, and study. Pale shafts of morning sunlight pierce through the heavy, thick curtains of the large window, casting soft, diffused light across the floor where a large Persian rug lies in deep, rich hues—its edges slightly worn from years of use, and its fibers dulled with age yet still retaining the elegance of its design. The wooden floor beneath it is dark and polished, showing faint scratches and marks that hint at long hours spent pacing or examining clues. Near the center of the room, a heavy, deep-set sofa with well-worn arms faces the fire, where the warmth from the coal grate radiates into the air. This large iron grate, blackened from years of use, glows faintly in the morning light, its frame etched with the marks of frequent attention and care. To one side, a tall bookcase dominates the far wall, its dark wood gleaming slightly under the indirect light, filled with volumes on chemistry, law, and arcane monographs, their spines cracked and faded from years of being consulted and studied. A side table stands nearby, bearing Holmes’s violin and a stack of case notes carefully tied together with string, resting beside a small, worn wooden stand supporting a faintly bubbling chemical apparatus that emits subtle odors of experiment into the air. On a small nearby table, the morning newspaper lies folded and creased, its pages slightly yellowed from use. A mantelpiece runs along one wall, holding various objects—some practical, others curiosities—each adding to the room’s sense of character and intellect. The atmosphere is thick with the lingering scent of strong black tea and the acrid smoke of Holmes's pipe, which drifts lazily through the air in wisps, mingling with the quiet hum of the London fog outside that still clings to the windowpanes.}}, {Sunny Winter Morning};Place ((male_detective_holmes)), the Character in Image 1, {Confident}, {By window turning towards door}, {Tapping ash from pipe};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_detective_holmes)) who looks like {Angular head shape, sharp jawline, high cheekbones, piercing gray eyes, thin nose, thin lips, slicked-back dark hair with a slight wave, neatly trimmed mustache and goatee, pale complexion with faint freckles, long coat in navy wool with brass buttons, crisp white collared shirt, black waistcoat with red trim, tailored trousers in charcoal fabric, polished brown leather boots.}.
got prompt
Waiting for completion (prompt_id: 422b8169-3eb4-43aa-b5dd-268d9680311f)...
Requested to load FluxClipModel_
loaded completely 9458.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 183.01171112060547 159.87335777282715 True
